pl_r_uni_detected,pl_contrast_uni_detected,pl_universe_full_detected
1.2942724,0.005436505909982786,106.0
1.9931361,0.01980382416836115,116.0
0.67050533,0.010823035770194611,138.0
0.76196473,0.009415690694244097,140.0
1.3989205,0.005695809922868523,150.0
1.1289608,0.009438337689678899,152.0
1.0172246,0.010885309075421842,191.0
2.5501795,0.011794714404142786,235.0
1.57646,0.00532294844155547,235.0
2.2770857,2.085478567681908e-05,10.0
0.60908008,8.236284417821618e-06,19.0
1.4140261,3.865439445368227e-05,34.0
1.3465776,1.0820576290755024e-05,38.0
0.46836553,9.151189050992355e-06,78.0
1.9931361,3.390943862551082e-05,116.0
0.67050533,1.8531929190598033e-05,138.0
0.76196473,1.6122178373172565e-05,140.0
1.3989205,9.752748527764232e-06,150.0
1.1289608,1.616095608071125e-05,152.0
1.0172246,1.8638557728786325e-05,191.0
2.5501795,2.019570264775816e-05,235.0
1.57646,9.114310041898382e-06,235.0
1.1485801,0.0002468608495862932,141.0
1.3733672,0.00028044331507712825,176.0
1.0669557,0.0002804687006572013,234.0
1.4113673,9.322621523957347e-05,34.0
1.1762125,6.942931341446074e-05,7.0
0.74208484,2.721423735488335e-05,7.0
3.1723385,8.664884319267794e-05,12.0
0.92190583,2.4505255618577737e-05,20.0
3.4112213,0.0001252365764196478,20.0
2.7031396,7.40720239064676e-05,24.0
2.5987291,5.920635849774308e-05,25.0
0.61261933,2.0881410264591216e-05,32.0
1.4371547,2.185549315543439e-05,34.0
1.7109297,3.156041383207424e-05,55.0
1.4153213,3.29631269744458e-05,65.0
1.9107839,5.795594777599999e-05,70.0
2.1451757,3.5830924164730705e-05,75.0
1.2874872,2.86302927009848e-05,76.0
0.79431783,3.3105321546031896e-05,76.0
2.0505541,4.008341881772047e-05,78.0
1.5033829,2.30887231518681e-05,83.0
2.7777479,4.219830651170333e-05,89.0
2.0942532,3.5477250293370474e-05,110.0
1.2921416,3.112272027045608e-05,110.0
4.7869577,0.0001137912625989271,116.0
1.3821623,2.362080189643987e-05,122.0
1.1379817,3.418047494121061e-05,128.0
0.72648261,2.2915917406325135e-05,133.0
2.1358168,0.00010211771594181485,141.0
0.84363698,2.6303212177789033e-05,141.0
1.5473355,6.270474594453921e-05,146.0
1.3433909,2.8319724209839384e-05,152.0
0.91761256,3.7751322509670355e-05,156.0
1.4429406,7.301005885379114e-05,156.0
0.54960527,1.6113810058191054e-05,162.0
1.5506296,4.5223806740924874e-05,176.0
0.57232575,3.105707896188798e-05,197.0
1.2592133,8.200601591202878e-05,201.0
3.6265465,6.682315540188413e-05,202.0
1.6692421,5.4656149637792364e-05,205.0
2.4049206,9.692268858234702e-05,211.0
0.94066866,3.422934328072984e-05,211.0
1.4003352,6.70462640971801e-05,217.0
0.87125291,4.588537236968503e-05,217.0
1.0690421,9.473646414610842e-05,234.0
1.7174384,9.466937497686504e-05,239.0
1.1570956,2.974913690943702e-05,244.0
0.73819106,2.964257833903099e-05,244.0
2.2770857,0.00017811237192270446,10.0
0.60908008,7.034280650118742e-05,19.0
1.4140261,0.00033013170157073114,34.0
1.3465776,9.24142083540667e-05,38.0
0.9523896,8.594940273870744e-05,71.0
0.46836553,7.815664054496026e-05,78.0
1.4779278,7.074670685477552e-05,80.0
1.2942724,7.950231208874752e-05,106.0
1.9931361,0.00028960693424293776,116.0
0.67050533,0.0001582737850003392,138.0
0.76196473,0.00013769306839717563,140.0
1.3989205,8.329431910569046e-05,150.0
1.1289608,0.00013802425326641743,152.0
1.0172246,0.00015918445663924658,191.0
2.5501795,0.00017248340774061194,235.0
1.57646,7.78416716986875e-05,235.0
1.3733672,9.059910794771827e-05,176.0
1.3733672,0.0006178840832314442,176.0
1.1485801,4.4457129037848994e-05,141.0
1.3733672,5.050498962099617e-05,176.0
1.0669557,5.050956130585779e-05,234.0
1.1762125,4.8146399815577214e-05,7.0
0.74208484,1.8871964706644036e-05,7.0
3.1723385,6.008744207231391e-05,12.0
3.4112213,8.684646273023044e-05,20.0
2.7031396,5.136593036518482e-05,24.0
2.5987291,4.105719713574207e-05,25.0
0.61261933,1.4480407163333885e-05,32.0
1.7109297,2.1885860999852948e-05,55.0
1.4153213,2.2858585407712727e-05,65.0
1.9107839,4.019008825071904e-05,70.0
2.1451757,2.4847285904997083e-05,75.0
0.79431783,2.2957191549103185e-05,76.0
2.0505541,2.779621767037735e-05,78.0
2.7777479,2.9262806110791496e-05,89.0
2.0942532,2.460202748636364e-05,110.0
1.2921416,2.1582338349577405e-05,110.0
4.7869577,7.890960395794712e-05,116.0
1.1379817,2.370276661936682e-05,128.0
0.72648261,1.5891254966030982e-05,133.0
2.1358168,7.081447501343332e-05,141.0
0.84363698,1.824020586788668e-05,141.0
1.5473355,4.3483186281245485e-05,146.0
1.3433909,1.9638574795265408e-05,152.0
0.91761256,2.6179003906710402e-05,156.0
1.4429406,5.0629500873060894e-05,156.0
1.5506296,3.1360867239650154e-05,176.0
0.57232575,2.1536818776772885e-05,197.0
1.2592133,5.686783053454142e-05,201.0
3.6265465,4.633913542701792e-05,202.0
1.6692421,3.790181269879991e-05,205.0
2.4049206,6.721193522150595e-05,211.0
0.94066866,2.373665482158449e-05,211.0
1.4003352,4.649385221619199e-05,217.0
0.87125291,3.181963604637e-05,217.0
1.0690421,6.569587765709666e-05,234.0
1.7174384,6.564935405190983e-05,239.0
0.73819106,2.055592023150117e-05,244.0
1.1485801,4.097418201672597e-05,141.0
1.3733672,4.654822932271998e-05,176.0
1.0669557,4.655244284373894e-05,234.0
1.3733672,4.552975695648073e-05,176.0
1.0669557,4.5533878285921603e-05,234.0
1.3733672,5.730939535952373e-05,176.0
1.1762125,7.614010226504017e-05,7.0
0.74208484,2.984466810000628e-05,7.0
3.1723385,9.502401013897698e-05,12.0
3.4112213,0.00013734149550050776,20.0
2.7031396,8.123156053048732e-05,24.0
2.5987291,6.492903312824418e-05,25.0
0.61261933,2.28997326171613e-05,32.0
1.7109297,3.461093043447282e-05,55.0
1.4153213,3.614922480692518e-05,65.0
1.9107839,6.355776218309649e-05,70.0
2.1451757,3.929421300578895e-05,75.0
0.79431783,3.6305163396688675e-05,76.0
2.0505541,4.3957738566344665e-05,78.0
2.7777479,4.627704373270386e-05,89.0
2.0942532,3.8906354284313654e-05,110.0
1.2921416,3.413093098030271e-05,110.0
4.7869577,0.0001247899186245704,116.0
1.1379817,3.7484237269576154e-05,128.0
0.72648261,2.5130887934884794e-05,133.0
2.1358168,0.00011198804874343862,141.0
0.84363698,2.8845586491120022e-05,141.0
1.5473355,6.876556218005416e-05,146.0
1.3433909,3.10570073562876e-05,152.0
0.91761256,4.1400230178974165e-05,156.0
1.4429406,8.006694973806903e-05,156.0
1.5506296,4.959497798160932e-05,176.0
0.57232575,3.4058945017869945e-05,197.0
1.2592133,8.993242379651552e-05,201.0
3.6265465,7.32820423500316e-05,202.0
1.6692421,5.9939017371416e-05,205.0
2.4049206,0.00010629088863963173,211.0
0.94066866,3.753782904782565e-05,211.0
1.4003352,7.352671593299861e-05,217.0
0.87125291,5.032048817538206e-05,217.0
1.0690421,0.00010389335157692388,234.0
1.7174384,0.00010381977780878728,239.0
0.73819106,3.250772382927222e-05,244.0
1.3733672,6.686282972773816e-05,176.0
1.4113673,7.202386989453193e-05,34.0
2.0018245,7.598683188476198e-05,116.0
1.4113673,0.00015466619795491084,34.0
2.0018245,0.0001631763802676118,116.0
1.3733672,3.4340608061765225e-05,176.0
1.4113673,7.823006898836618e-05,34.0
1.3733672,3.385732907121581e-05,176.0
2.2813469,0.00011168926609226599,10.0
0.60925884,3.3650566286832386e-05,19.0
1.4002479,0.0001869506128537321,34.0
0.46518355,5.248740453155656e-05,78.0
1.9975662,0.00017657193441309718,116.0
2.6900172,5.24088445076756e-05,120.0
0.7097765,3.1901748689215515e-05,131.0
0.66847954,0.00010143857992526757,138.0
0.76186842,0.00010964874875658858,140.0
1.3988339,5.911376790081209e-05,150.0
1.1221063,0.00011088251342253157,152.0
1.0171228,9.424675881160492e-05,191.0
2.5705784,0.00011991246195777191,235.0
0.66798406,0.00022468855845805333,138.0
0.76192256,0.0002655130179084611,140.0
1.1394235,0.0002615072697302297,152.0
1.0177608,0.00020498924140395795,191.0
1.3733672,3.12854196360575e-05,176.0
1.3733672,3.8630450110608393e-05,176.0
1.0669557,3.863394691845446e-05,234.0
0.63912746,0.0003832722335966594,69.0
0.44407532,0.00038424553523388555,79.0
1.2135228,0.0006300304785416734,100.0
1.4600917,0.00036233895097005414,116.0
1.0473226,0.0003868128871459851,120.0
0.5725075,0.00045772508745899157,219.0
0.44071727,0.0005638592899867676,228.0
0.72872723,0.0002900493771666376,246.0
0.63912746,0.00017674254739611286,69.0
0.44407532,0.00017719137670246275,79.0
1.2135228,0.00029053289529924856,100.0
1.4600917,0.000167089352167046,116.0
1.0473226,0.0001783752879729155,120.0
0.5725075,0.00021107581210734512,219.0
0.44071727,0.0002600186461461781,228.0
0.72872723,0.000133753664621152,246.0
2.2770857,0.0001930681890079824,10.0
0.60908008,7.624938186111476e-05,19.0
1.4140261,0.00035785234382283655,34.0
1.3465776,0.00010017408478097724,38.0
0.9523896,9.316643955694023e-05,71.0
0.46836553,8.471933131917244e-05,78.0
1.4779278,7.668719709520068e-05,80.0
1.2942724,8.617799679621966e-05,106.0
1.9931361,0.0003139247752127114,116.0
0.67050533,0.0001715637869935014,138.0
0.76196473,0.00014925493983052236,140.0
1.3989205,9.028841270704919e-05,150.0
1.1289608,0.00014961393377485715,152.0
1.0172246,0.00017255092630452605,191.0
2.5501795,0.00018696656951408712,235.0
1.57646,8.437791503187409e-05,235.0
1.3733672,4.176996973645106e-05,176.0
1.3733672,4.6705754758477127e-05,176.0
1.3733672,7.942214516686301e-05,176.0
1.4113673,0.00012414349315766188,34.0
1.4113673,6.310319080131291e-05,34.0
1.3733672,3.3906375014677485e-05,176.0
1.4113673,5.2644591578522354e-05,34.0
1.4113673,0.00017148695520895338,34.0
1.1485957,9.205587735607028e-06,141.0
1.2588271,6.905639597947576e-06,201.0
1.0686614,1.1926305373296614e-05,234.0
1.3733672,9.990205006565637e-06,176.0
1.4113673,0.00011326224057572385,34.0
1.1485801,7.912696909659585e-05,141.0
1.3733672,8.989124667861832e-05,176.0
1.0669557,8.98993835865701e-05,234.0
1.1485801,3.3871261857466816e-05,141.0
1.3733672,3.847904184512256e-05,176.0
1.0669557,3.848252494757278e-05,234.0
1.1485801,8.556751823254637e-05,141.0
1.3733672,9.72079554788595e-05,176.0
1.2588261,6.799318179645742e-05,201.0
1.0669557,9.721675469140933e-05,234.0
1.4113673,0.00012130892943115777,34.0
1.3733672,3.222650065849976e-05,176.0
1.1485801,4.457919275610049e-05,141.0
1.3733672,5.064365864791723e-05,176.0
1.2588261,3.5423268315055154e-05,201.0
1.0669557,5.06482428850258e-05,234.0
2.2770857,0.00012000707594560357,10.0
0.60908008,4.73949924471184e-05,19.0
1.4140261,0.00022243339839212885,34.0
1.3465776,6.226607843509137e-05,38.0
0.9523896,5.7910275353693595e-05,71.0
0.46836553,5.265973270853221e-05,78.0
1.9931361,0.00019512895694381215,116.0
0.67050533,0.00010664039747321239,138.0
0.76196473,9.27736930228185e-05,140.0
1.3989205,5.6121355135800745e-05,150.0
1.1289608,9.299683601578419e-05,152.0
1.0172246,0.00010725398225315845,191.0
2.5501795,0.00011621443916914981,235.0
1.57646,5.2447515612958655e-05,235.0
1.3733672,6.4998809227735e-05,176.0
1.3733672,5.8739828687446674e-05,176.0
1.3733672,4.8018648210321905e-05,176.0
1.3733672,0.00011802519882210258,176.0
1.3733672,4.273177985672934e-05,176.0
1.4113673,4.1785307980324736e-05,34.0
1.1485801,6.975205714034724e-05,141.0
1.3733672,7.924099009895961e-05,176.0
1.0669557,7.924816295133698e-05,234.0
1.1485801,6.257115394748611e-05,141.0
1.3733672,7.108321092891759e-05,176.0
1.0669557,7.108964534345326e-05,234.0
1.3733672,4.348495254166879e-05,176.0
1.4113673,0.00012028166334676834,34.0
1.1485801,3.081931264923049e-05,141.0
1.3733672,3.501191145632585e-05,176.0
1.0669557,3.5015080715972984e-05,234.0
1.4113673,5.620790990028562e-05,34.0
3.3714325,5.230132418900865e-05,20.0
1.1485801,5.193996782029291e-05,141.0
1.3733672,5.900577910565162e-05,176.0
1.2588261,4.127224614496379e-05,201.0
1.0669557,5.901112027746684e-05,234.0
1.3733672,5.2491566759006035e-05,176.0
1.0669557,5.249631826777618e-05,234.0
1.1485801,3.483058337238402e-05,141.0
1.3733672,3.956886757617316e-05,176.0
1.0669557,3.957244932907027e-05,234.0
1.1485801,3.310735505320775e-05,141.0
1.3733672,3.7611214658448565e-05,176.0
1.0669557,3.761461920564233e-05,234.0
1.3733672,3.4093219285349116e-05,176.0
1.0669557,3.4096305385468554e-05,234.0
1.4113673,0.00015537197352847893,34.0
1.1485801,3.4548086292218036e-05,141.0
1.3733672,3.9247940147647706e-05,176.0
1.2588261,2.7452406713521027e-05,201.0
1.0669557,3.925149285036436e-05,234.0
3.3571299,5.745410983935404e-05,20.0
4.7482205,4.9516812867628e-05,116.0
1.1485916,5.1571335979039476e-05,141.0
1.2588247,4.342762430197246e-05,201.0
1.0676661,5.430830183949618e-05,234.0
0.39282393,0.0001517305260825485,219.0
1.1485801,3.884041889602375e-05,141.0
1.3733672,4.412419325478185e-05,176.0
1.2588261,3.086315599186596e-05,201.0
1.0669557,4.412818735334226e-05,234.0
1.3733672,8.735843881339147e-05,176.0
1.3733672,3.467886134726774e-05,176.0
1.1485801,1.7743486764215235e-05,141.0
1.3733672,2.0157275880411455e-05,176.0
1.0669557,2.0159100506328332e-05,234.0
1.4113673,9.560103692968962e-05,34.0
1.1485801,7.335370536911114e-05,141.0
1.3733672,8.333259948420228e-05,176.0
1.0669557,8.334014270688996e-05,234.0
1.3733672,2.4014880631062146e-05,176.0
1.3733672,8.561019307618228e-05,176.0
1.1485801,3.658190396608632e-05,141.0
1.3733672,4.1558434386316655e-05,176.0
1.0669557,4.1562196233745724e-05,234.0
1.4113673,3.262561884432576e-05,34.0
1.3733672,3.876121579425821e-05,176.0
1.1485801,7.732454522961103e-05,141.0
1.3733672,8.784362460618958e-05,176.0
1.0669557,8.785157616447768e-05,234.0
1.1485801,6.073988719270118e-05,141.0
1.3733672,6.900282223883952e-05,176.0
1.0669557,6.900906833769469e-05,234.0
1.1485801,5.640795242873846e-05,141.0
1.3733672,6.408157957140355e-05,176.0
1.2588261,4.4822571034838534e-05,201.0
1.0669557,6.40873802019839e-05,234.0
1.4113673,4.2220249330175306e-05,34.0
1.3733672,3.88786060895578e-05,176.0
1.3733672,0.00011152819709927526,176.0
1.1485957,1.0123099006629837e-05,141.0
1.0686614,1.3114987716666645e-05,234.0
1.3733672,9.539215211964296e-05,176.0
1.0686614,2.535322513812452e-05,234.0
1.3733672,5.3037624503003835e-05,176.0
1.4113673,7.105962389753293e-05,34.0
1.1485801,6.851518165996083e-05,141.0
1.3733672,7.783585250570197e-05,176.0
1.0669557,7.784289816577013e-05,234.0
1.3733672,0.0002078161686937456,176.0
1.0686614,3.667595677479166e-05,234.0
1.4113673,0.00010990828862610983,34.0
1.3733672,5.290425497343043e-05,176.0
1.3733672,0.000129042214633722,176.0
1.1485801,7.5198650899524e-05,141.0
1.3733672,8.54285277836988e-05,176.0
1.0669557,8.54362607287042e-05,234.0
1.1485801,4.7502302742975126e-05,141.0
1.3733672,5.396442278053701e-05,176.0
1.0669557,5.396930761145259e-05,234.0
1.3733672,8.932947191593089e-05,176.0
1.1485801,2.9798211141157924e-05,141.0
1.3733672,3.385190130309973e-05,176.0
1.0669557,3.385496555924346e-05,234.0
1.1485957,0.0005920781601296884,141.0
1.3731078,0.00042926754021606117,176.0
1.2588271,0.00043370554183070703,201.0
1.0686614,0.0007809018779428734,234.0
1.3733672,4.4181774391860725e-05,176.0
1.1485801,7.315160461362707e-05,141.0
1.3733672,8.310300533858294e-05,176.0
1.0669557,8.311052777853073e-05,234.0
1.3733672,6.549289248572844e-05,176.0
1.3733672,3.451902410632319e-05,176.0
1.3733672,6.182125887003294e-05,176.0
1.3733672,2.3839911761582202e-05,176.0
1.0669557,2.3842069737745014e-05,234.0
1.3733672,0.00010958083278417625,176.0
1.1485801,4.522254757649004e-05,141.0
1.3733672,5.137453419543029e-05,176.0
1.0669557,5.1379184591005706e-05,234.0
3.0686472,0.0006325235527623142,12.0
0.28316466,0.0001285962728012683,12.0
2.6997818,0.0003487688678721842,24.0
0.15110271,0.00015778975993361062,37.0
1.9229318,0.00025357317911307446,70.0
0.79488386,0.00021752719325126944,76.0
1.2910799,0.0002098357891668502,110.0
1.1485957,0.0005912693575085121,141.0
1.5408283,0.00037209985687440615,146.0
0.90234554,0.00018257913275019475,156.0
1.3731078,0.0005041424299377044,176.0
1.2588271,0.00042935396783433236,201.0
1.6692403,0.0003132820009871332,205.0
0.83419367,0.00015299170172133452,217.0
1.0686614,0.0007076822707729714,234.0
1.7116885,0.000385130938316579,239.0
0.73689494,0.00017133134774233635,244.0
1.1485801,8.58839247724401e-05,141.0
1.3733672,9.756740534346373e-05,176.0
1.0669557,9.757623709322459e-05,234.0
1.3733672,0.0024872136254518737,176.0
1.4113673,0.00015312252729728066,34.0
1.3733672,2.1241688564088206e-05,176.0
1.0354122,0.00011134056810922804,120.0
0.39282393,0.00017086348179097606,219.0
1.1485957,5.1303656087923085e-05,141.0
1.0686614,6.140464980672436e-05,234.0
1.4002479,0.00011175984282142158,34.0
1.398256,0.00027649540428017393,34.0
1.9924711,0.00022256410073806835,116.0
1.398256,0.00015828035075707674,34.0
1.9924711,0.0001274072674823144,116.0
0.78612717,0.0004040434240024903,235.0
0.78612717,0.00020876679371432553,235.0
1.5295499,3.365661518652735e-05,146.0
1.7121829,3.8102898794882584e-05,239.0
1.398256,0.00014905488481685897,34.0
1.9924711,0.00011998125786664042,116.0
3.1066419,0.00012562732961534165,12.0
3.3714325,0.00012151375163711728,20.0
1.1485801,0.00012067419797912678,141.0
1.3733672,0.00013709047903811089,176.0
1.0669557,0.00013710288839553154,234.0
1.1485957,1.8045323919235087e-05,141.0
1.2588271,1.3536832953365379e-05,201.0
1.0686614,2.337863152272268e-05,234.0
1.1485957,4.159173652970142e-05,141.0
1.0686614,4.978058507337164e-05,234.0
1.4557794,8.467996405819668e-05,10.0
2.3377476,0.0003496230374921775,10.0
0.75435599,0.00017023982816378723,19.0
1.4813553,0.0003248528684351887,34.0
1.4293927,0.00021950561624603046,38.0
2.5936471,0.00020588750786444993,40.0
1.6364172,0.00048693274450777485,67.0
1.4246696,0.00027966478046602254,69.0
0.89447772,0.00015356349128623723,69.0
1.2521897,0.0005278195325488501,78.0
1.4853308,0.0001486461653185466,80.0
1.3057349,0.00015227643224094265,106.0
1.486402,7.737260962473264e-05,114.0
2.0547252,0.0004475542816987319,116.0
1.788246,0.0005307060423685618,130.0
2.6143336,0.0002154190106503201,131.0
0.71281569,0.0002470030618759365,138.0
1.3986513,0.00012078993224789504,150.0
1.9190458,0.0005292422024159118,152.0
1.1732829,0.0002181117564322865,152.0
3.3189486,0.0005398924913679597,214.0
0.55065151,0.0001493707257792076,224.0
0.89883741,0.00035241048013907796,224.0
2.5758345,0.0003506972842109058,235.0
1.6229324,0.0001024848327531846,235.0
1.3662522,0.0004642584654119396,236.0
3.1468225,0.0005180517010400476,12.0
0.92239116,0.000395290345558356,20.0
3.6060317,0.00028411198956609094,20.0
2.8035747,0.00039233530408674196,24.0
2.7367606,0.00032475297766252633,25.0
1.3873404,8.969353371417284e-05,26.0
1.944491,0.0001118889569225699,31.0
3.1687925,0.0005753508066453911,31.0
0.57150117,0.000654402832894826,32.0
6.7177873,0.0006037018369143081,32.0
2.7996933,0.0002058249041609393,34.0
1.4323608,0.0001176889428943303,34.0
0.75387551,0.00022789141191748076,37.0
0.68644846,0.00014822172509149276,44.0
1.0987342,0.00046945787016262745,44.0
1.9396009,0.00023165059723953633,55.0
1.4373537,0.0002318426929774542,65.0
1.9708849,0.00028937042142118284,70.0
2.2321058,0.00028526162193777865,75.0
1.4087524,0.00012104646908872361,75.0
1.300431,0.00021657407445740747,76.0
0.80023692,0.0001653416471116824,76.0
2.0700828,0.0002527968935575162,78.0
1.6399455,0.00016503284824553446,83.0
3.2818262,0.0006593679012086157,96.0
1.9778016,0.00012010298523375172,100.0
2.054462,0.0002765088222425809,110.0
1.2989363,0.00014609403387310716,110.0
4.5411801,0.0005934691258340274,115.0
5.2036369,0.00043057677248239506,116.0
2.1790376,0.000206333667287138,118.0
1.4985217,0.00016944836421571612,122.0
1.2538277,0.00020752422700575146,128.0
1.5635298,0.0006566113104755551,133.0
2.1405059,0.00047104402131775426,141.0
0.85205246,0.00019072227457072273,141.0
1.6021372,0.00039166926097305597,146.0
1.2045202,0.00028768043444252553,172.0
3.427828,0.00017253577073835476,173.0
1.5864137,0.00018052791369088848,174.0
1.557414,0.00024041786806421297,176.0
1.9386309,0.0006183926096604297,189.0
1.6997595,0.00013044572633421738,193.0
2.9882234,0.0006782157135858654,194.0
0.64628116,0.0001167942781383103,197.0
1.4407772,0.0003855766007128002,201.0
3.6755646,0.0003147933782459917,202.0
1.7255508,0.000365903644417797,205.0
1.9616982,0.0005525487838895874,212.0
6.9869616,0.0006183093859611531,213.0
1.4710691,8.585297491610704e-05,222.0
1.9302971,9.662188170130952e-05,222.0
1.0998522,0.0004677346595619974,234.0
7.7848283,0.00033656535633946584,236.0
1.8898388,0.0003700864369869217,239.0
1.1818651,0.0002627504180499565,244.0
0.75055665,0.00014947874537834583,244.0
1.4557794,6.686525588642062e-05,10.0
2.3377476,0.0002760704273520437,10.0
0.75435599,0.00013442530117760548,19.0
1.4813553,0.0002565113296272598,34.0
1.4293927,0.00017332670557949426,38.0
1.6364172,0.0003844933441234466,67.0
1.4246696,0.00022082977143718043,69.0
0.89447772,0.00012125728032441727,69.0
1.2521897,0.00041677849652220744,78.0
1.4853308,0.0001173744461408721,80.0
1.3057349,0.0001202409887687736,106.0
1.486402,6.109520001215778e-05,114.0
2.0547252,0.00035339920017304444,116.0
1.788246,0.00041905775135964466,130.0
2.6143336,0.00017009982739286375,131.0
0.71281569,0.00019503932389146054,138.0
1.3986513,9.537852097703043e-05,150.0
1.9190458,0.00041790186951558246,152.0
1.1732829,0.00017222608166978534,152.0
3.3189486,0.00042631158371377915,214.0
0.55065151,0.00011794657581931627,224.0
0.89883741,0.00027827145646119194,224.0
2.5758345,0.00027691867737826683,235.0
1.6229324,8.092439153385976e-05,235.0
1.3662522,0.00036658920953098063,236.0
1.4557794,0.00010016366665802232,10.0
2.3377476,0.0004135514908729104,10.0
0.75435599,0.00020136812278755307,19.0
1.4813553,0.0003842521048365387,34.0
1.4293927,0.000259642143448724,38.0
2.5936471,0.00024353396858568387,40.0
1.6364172,0.0005759682310709665,67.0
1.4246696,0.0003308013903659199,69.0
0.89447772,0.0001816425233891897,69.0
1.2521897,0.0006243311543859657,78.0
1.4853308,0.00017582606604234842,80.0
1.3057349,0.00018012012603562587,106.0
1.486402,9.152016495409488e-05,114.0
2.0547252,0.0005293894297431865,116.0
1.788246,0.0006277454615435381,130.0
2.6143336,0.0002548083034110708,131.0
0.71281569,0.00029216748765090384,138.0
1.3986513,0.0001428763302380281,150.0
1.9190458,0.0006260139589538897,152.0
1.1732829,0.00025799341684255877,152.0
3.3189486,0.0006386116496150643,214.0
0.55065151,0.0001766831121365739,224.0
0.89883741,0.000416848616458846,224.0
2.5758345,0.0004148221632384433,235.0
1.6229324,0.00012122414953244754,235.0
1.3662522,0.0005491479677616274,236.0
3.1468225,5.628315289922929e-05,12.0
0.92239116,4.2945881490176225e-05,20.0
3.6060317,3.086703222313391e-05,20.0
2.8035747,4.2624834284585525e-05,24.0
2.7367606,3.528242733218423e-05,25.0
1.3873404,9.744654562415438e-06,26.0
1.944491,1.2156051717551335e-05,31.0
3.1687925,6.25083507227287e-05,31.0
0.57150117,7.109687050069366e-05,32.0
6.7177873,6.55885169846529e-05,32.0
2.7996933,2.2361618595406966e-05,34.0
1.4323608,1.2786184765288902e-05,34.0
0.75387551,2.475900987415405e-05,37.0
0.68644846,1.6103385047406863e-05,44.0
1.0987342,5.100373000042927e-05,44.0
1.9396009,2.5167422397137705e-05,55.0
1.4373537,2.518829242568292e-05,65.0
1.9708849,3.143832872407418e-05,70.0
2.2321058,3.099193275801055e-05,75.0
1.4087524,1.3150959477509328e-05,75.0
1.300431,2.3529450288887382e-05,76.0
0.80023692,1.7963360001162928e-05,76.0
2.0700828,2.746483832401881e-05,78.0
1.6399455,1.792981089059421e-05,83.0
3.2818262,7.163629484482602e-05,96.0
1.9778016,1.3048455719755558e-05,100.0
2.054462,3.0040994535914005e-05,110.0
1.2989363,1.5872224393120235e-05,110.0
4.5411801,6.447679543032001e-05,115.0
5.2036369,4.6779536235148754e-05,116.0
2.1790376,2.241689260138722e-05,118.0
1.4985217,1.840952972942785e-05,122.0
1.2538277,2.2546239642510375e-05,128.0
1.5635298,7.133680809978077e-05,133.0
2.1405059,5.117605563473568e-05,141.0
0.85205246,2.0720810141926215e-05,141.0
1.6021372,4.255247276867928e-05,146.0
1.2045202,3.1254721961802125e-05,172.0
3.3898328,1.8842942010465008e-05,172.0
3.427828,1.8744957589286076e-05,173.0
1.5864137,1.961325510261705e-05,174.0
1.557414,2.611993281905806e-05,176.0
1.9386309,6.71845797077707e-05,189.0
1.6997595,1.4172131363684483e-05,193.0
2.9882234,7.368399453139195e-05,194.0
0.64628116,1.2688984904434244e-05,197.0
1.4407772,4.1890542447241104e-05,201.0
3.6755646,3.420037769186753e-05,202.0
1.7255508,3.9753195914243464e-05,205.0
1.9616982,6.003105023206314e-05,212.0
6.9869616,6.71755379612004e-05,213.0
1.4710691,9.327401308317293e-06,222.0
1.0998522,5.081651369457e-05,234.0
7.7848283,3.656577012179975e-05,236.0
1.8898388,4.0207630777098214e-05,239.0
1.1818651,2.854622796094047e-05,244.0
0.75055665,1.6239952623307774e-05,244.0
1.4557794,4.684159543795186e-05,10.0
2.3377476,0.00019339758891183956,10.0
0.75435599,9.416991666168129e-05,19.0
1.4813553,0.0001796957144389146,34.0
1.4293927,0.0001214217954259935,38.0
1.6364172,0.0002693518694463464,67.0
1.4246696,0.00015469945754617958,69.0
0.89447772,8.494522893190915e-05,69.0
1.2521897,0.00029196881792380673,78.0
1.4853308,8.222515935964554e-05,80.0
1.3057349,8.423327894734122e-05,106.0
2.0547252,0.00024756926662660567,116.0
1.788246,0.00029356552059965683,130.0
0.71281569,0.00013663229106210367,138.0
1.0636235,0.00014905913670845532,140.0
1.3986513,6.681619675045013e-05,150.0
1.9190458,0.00029275578243301216,152.0
3.3189486,0.00029864709960511515,214.0
0.55065151,8.262595745097781e-05,224.0
0.89883741,0.00019493949155935196,224.0
2.5758345,0.00019399181956319633,235.0
1.6229324,5.6690542181284224e-05,235.0
1.3662522,0.0002568093581207111,236.0
1.4557794,1.8964323359708618e-05,10.0
2.3377476,7.829909248011028e-05,10.0
0.75435599,3.8125702885047303e-05,19.0
1.4813553,7.275174133399352e-05,34.0
1.4293927,4.915891890200771e-05,38.0
1.6364172,0.00010904999930006391,67.0
1.4246696,6.26317380748368e-05,69.0
0.89447772,3.439098891204708e-05,69.0
1.2521897,0.00011820671397483555,78.0
1.4853308,3.328973951080408e-05,80.0
1.3057349,3.410274830885989e-05,106.0
2.0547252,0.00010023107843224546,116.0
1.788246,0.00011885315621428192,130.0
0.71281569,5.531705154048136e-05,138.0
1.0636235,6.034819356233613e-05,140.0
1.3986513,2.705125538518278e-05,150.0
1.9190458,0.0001185253250145678,152.0
3.3189486,0.00012091048809071366,214.0
0.55065151,3.3452006925799606e-05,224.0
0.89883741,7.892334833910144e-05,224.0
