pl_r_uni_detected,pl_contrast_uni_detected,pl_universe_full_detected
1.1485957,4.860167028307728e-05,141.0
1.0686614,6.247610761688448e-05,234.0
1.0686614,8.318589959761887e-05,234.0
1.0686614,2.4052163540211683e-05,234.0
1.0686614,6.154673301067666e-05,234.0
1.0686614,7.304692954978906e-05,234.0
0.38410276,1.0779987391913938e-05,19.0
0.60444645,2.385340702991178e-05,19.0
1.4120435,0.00013707605445467214,34.0
0.53636729,1.9420189148103586e-05,58.0
1.0134314,3.173299282782209e-05,67.0
0.95756232,3.104956212401082e-05,71.0
0.45468523,1.6132704271263202e-05,71.0
1.5083043,3.374413959733019e-05,80.0
1.4670106,3.793761598525274e-05,114.0
1.9918197,0.0001551766818892362,116.0
0.91542261,2.238222522326962e-05,116.0
0.66798406,6.996749511168574e-05,138.0
0.76192256,7.994841951909266e-05,140.0
1.3985923,4.772574292601284e-05,150.0
1.1394235,7.918364485017004e-05,152.0
1.0177608,6.464840506594092e-05,191.0
0.81968499,1.4649116413060544e-05,199.0
0.47675658,2.3390804353010133e-05,199.0
0.39346561,7.607086577986765e-06,211.0
1.5800909,4.230714505340106e-05,235.0
0.076145984,1.9135254086658728e-05,14.0
0.60444645,1.899094873290669e-05,19.0
1.4120435,0.00010913343822932428,34.0
1.3380433,3.123253506180742e-05,38.0
0.53636729,1.5461431401917014e-05,58.0
1.0134314,2.5264300365107793e-05,67.0
0.95756232,2.4720185327692016e-05,71.0
1.5083043,2.6865479817006735e-05,80.0
1.2941754,3.125229368739141e-05,106.0
1.4670106,3.020412636740642e-05,114.0
1.9918197,0.0001235442973243036,116.0
0.66798406,5.570479349007434e-05,138.0
0.76192256,6.365113102962971e-05,140.0
1.3985923,3.799696772923201e-05,150.0
1.1394235,6.304225379412525e-05,152.0
1.0177608,5.1469986854788085e-05,191.0
0.47675658,1.862264647278393e-05,199.0
1.5800909,3.368293769260172e-05,235.0
3.0686472,0.00013393234228515786,12.0
3.3298596,0.00012152708798918562,20.0
0.79488386,4.605982872199282e-05,76.0
1.1485957,0.00012519706124257594,141.0
1.5408283,7.878948566819345e-05,146.0
0.90234554,3.8659826649673034e-05,156.0
1.3731078,0.00010674855693833817,176.0
1.0686614,0.0001498466637398399,234.0
1.7116885,8.15487240434872e-05,239.0
1.0686614,5.675161458764296e-05,234.0
0.17139503,2.6300905717782568e-05,14.0
0.90503546,1.7900310844042405e-05,58.0
0.62539673,5.307976043285423e-05,69.0
0.077015696,2.0583225863487455e-05,71.0
0.44226457,7.300011402145764e-05,79.0
0.067357976,6.533121715691168e-05,109.0
0.9229038,1.5248672020603169e-05,114.0
1.4470508,5.3163581456203e-05,116.0
0.84641671,1.5882152952933788e-05,116.0
1.0349867,7.013057184322228e-05,120.0
1.2790937,2.4184050244623384e-05,150.0
0.23728187,1.5906736887731898e-05,191.0
0.39280086,0.0001101241443918181,219.0
0.78617327,3.599926740265212e-05,235.0
0.67323458,3.94268761866149e-05,246.0
1.0394513,0.0003372584276743083,7.0
2.2554092,0.0001947241005861502,10.0
3.1468225,0.0008394197597890055,12.0
0.92239116,0.0006405046566768371,20.0
3.6060317,0.0004603579479730504,20.0
2.8035747,0.0006357164855400808,24.0
2.7367606,0.0005262101561542172,25.0
1.4657216,0.00011246476872972864,25.0
2.2385506,0.0002910302766968418,26.0
1.3873404,0.00014533399730919428,26.0
1.944491,0.0001812981236321144,31.0
3.1687925,0.0009322637778026519,31.0
0.57150117,0.0010603549176481806,32.0
6.7177873,0.0009782020788840413,32.0
2.7996933,0.0003335062721780632,34.0
1.4323608,0.00019069607140725036,34.0
0.75387551,0.00036926151167093876,37.0
0.68644846,0.00024016955184593493,44.0
1.0987342,0.0007606812443851186,44.0
2.3012109,0.0001995521804612735,46.0
1.9396009,0.0003753526690471357,55.0
1.4373537,0.00037566392940562227,65.0
0.71421304,0.00017323671986688104,67.0
1.9708849,0.0004688783940903119,70.0
2.2321058,0.0004622207429939907,75.0
1.4087524,0.00019613640453601923,75.0
1.300431,0.0003509235800067549,76.0
0.80023692,0.0002679096418812412,76.0
2.0700828,0.0004096168533747411,78.0
1.6399455,0.00026740928280602716,83.0
2.7754293,0.00030047754617163174,89.0
3.2818262,0.0010684000151605108,96.0
1.9778016,0.0001946076401495388,100.0
2.1337033,0.00022357588922009738,101.0
1.3329702,0.000148644197962043,101.0
2.054462,0.00044803823379100245,110.0
1.2989363,0.00023672196920532902,110.0
4.5411801,0.0009616216104486379,115.0
5.2036369,0.0006976806565875117,116.0
0.94905632,0.00018159703213218044,117.0
2.1790376,0.000334330641290887,118.0
1.4985217,0.0002745639188155089,122.0
1.2538277,0.0003362597525186015,128.0
0.67800272,0.00016549114991150734,130.0
0.74192671,0.00017276607792986369,133.0
1.5635298,0.0010639334016423327,133.0
2.1405059,0.0007632513481391458,141.0
0.85205246,0.00030903488123899093,141.0
1.6021372,0.000634637269412852,146.0
1.1241185,0.0004475340588995199,156.0
1.2045202,0.000466140041024735,172.0
3.3898328,0.00028102792827654986,172.0
2.1238417,0.00015061665901783996,173.0
3.427828,0.0002795665663049424,173.0
1.5864137,0.0002925165531575021,174.0
1.557414,0.0003895586263963364,176.0
1.9386309,0.001002006121810465,189.0
4.8779155,0.00021664621141368457,192.0
1.6997595,0.0002113663945994959,193.0
1.8590368,0.0001392676870025365,194.0
2.9882234,0.0010989398746117933,194.0
0.64628116,0.00018924641054698897,197.0
2.1864428,0.00017076612938657438,198.0
1.4407772,0.000624765089856502,201.0
3.6755646,0.0005100722214016859,202.0
1.7255508,0.0005928882169221256,205.0
1.1052315,0.0004710920201614469,211.0
2.4780252,0.0003403166942189356,212.0
1.9616982,0.000895316754125375,212.0
6.9869616,0.0010018712711430246,213.0
1.8179875,0.00011089593130559155,220.0
1.4710691,0.00013911098725584344,222.0
1.9302971,0.00015656027490160582,222.0
1.0998522,0.0007578890577644707,234.0
7.7848283,0.0005453502227761909,236.0
1.8898388,0.0005996657619558991,239.0
1.1818651,0.000425744944686332,244.0
0.75055665,0.00024220635177366824,244.0
2.5052365,0.00029833198259308804,248.0
2.3377476,0.0005229676604196933,10.0
0.75435599,0.0002546454755489571,19.0
1.4813553,0.0004859163337884395,34.0
2.5936471,0.00030796742992063834,40.0
1.6364172,0.0007283561175017479,67.0
1.4246696,0.0004183237952258088,69.0
0.89447772,0.0002297009383016997,69.0
1.0064024,0.00023904453236344065,71.0
1.2521897,0.0007895147529203207,78.0
2.0547252,0.0006694536415268065,116.0
1.788246,0.0007938324068656127,130.0
2.6143336,0.0003222246932519245,131.0
0.71281569,0.0003694682544729329,138.0
1.0636235,0.0004030717674775933,140.0
1.9190458,0.0007916427886964023,152.0
1.1732829,0.0003262525141066396,152.0
1.0870907,0.00036315514324009816,191.0
3.3189486,0.0008075735372420293,214.0
0.89883741,0.0005271371292569297,224.0
2.5758345,0.000524574523334781,235.0
1.3662522,0.000694439832191983,236.0
0.66798406,2.5610508555576693e-05,138.0
0.76192256,3.0263772501042123e-05,140.0
1.1394235,2.980718829090654e-05,152.0
1.0177608,2.3365135976682748e-05,191.0
1.1249623,1.0001186187813505e-05,7.0
0.70200592,8.447961029327419e-06,7.0
0.28316466,8.679395918641753e-06,12.0
0.92128779,9.597988108524603e-06,20.0
1.3362844,7.580164191093252e-06,28.0
1.4334573,7.740428278754692e-06,34.0
0.15110271,1.0649762769467577e-05,37.0
1.4148871,1.1960878175272336e-05,65.0
0.34232179,7.350001958061883e-06,66.0
1.9229318,1.7114508592890793e-05,70.0
1.2705104,8.230221483630746e-06,76.0
0.79488386,1.468164350467891e-05,76.0
1.5031871,8.12860312492e-06,83.0
1.2910799,1.416252471713756e-05,110.0
1.3566593,7.350728329037445e-06,122.0
1.137507,9.910873556334719e-06,128.0
0.72318039,1.0168529188842222e-05,133.0
1.1485957,3.990676196586221e-05,141.0
1.5408283,2.5114273600090233e-05,146.0
0.90234554,1.2322881099906667e-05,156.0
1.4496563,1.2369936232913845e-05,156.0
1.3731078,3.4026271940070535e-05,176.0
0.27337592,5.681443671205155e-06,197.0
1.2588271,2.8978546538692412e-05,201.0
1.6692403,2.1144458245331274e-05,205.0
0.93657634,1.0612815865230939e-05,211.0
0.83419367,1.0325925647614167e-05,217.0
1.0686614,4.776386188217327e-05,234.0
1.7116885,2.5993785211281954e-05,239.0
1.1618949,9.083059251005462e-06,244.0
0.73689494,1.1563730176132722e-05,244.0
0.15109578,4.043894756197877e-06,37.0
1.1485957,1.599828037823553e-05,141.0
1.0686614,2.0726582888395507e-05,234.0
1.0686614,3.0802808633729225e-05,234.0
1.4120435,0.00012321579114557923,34.0
1.9918197,0.000143246238399288,116.0
0.66798406,6.604802170389557e-05,138.0
0.76192256,7.573497847675973e-05,140.0
3.0686472,0.00046025635155724954,12.0
1.0686614,3.6946545129337566e-05,234.0
0.76192256,4.929875616300154e-05,140.0
1.4120435,3.9102205179095976e-05,34.0
1.1485957,1.8444800926348628e-05,141.0
1.2588271,1.3836503579296406e-05,201.0
1.0686614,2.3896174227575522e-05,234.0
3.0686472,2.0879486504861883e-05,12.0
1.0686614,4.889362495146029e-05,234.0
1.1485957,3.5935561332439834e-05,141.0
1.0686614,4.739601832853758e-05,234.0
1.1485957,2.239245230270287e-05,141.0
1.0686614,2.9533783261143604e-05,234.0
1.1485957,5.800598645960834e-05,141.0
1.0686614,7.650507451299172e-05,234.0
1.0686614,8.386099853838222e-05,234.0
0.62539673,4.3572065357523595e-05,69.0
0.44226457,6.045153085165831e-05,79.0
0.067325391,5.259121419114514e-05,109.0
1.0349867,5.8565596891895556e-05,120.0
0.39280086,7.90180325357429e-05,219.0
1.4120435,8.767215082717858e-05,34.0
1.9918197,9.924908849745872e-05,116.0
0.66798406,4.475034541105814e-05,138.0
0.76192256,5.113402134572105e-05,140.0
1.1394235,5.064488091642212e-05,152.0
1.0177608,4.13483211362196e-05,191.0
2.5870524,5.430927402442281e-05,235.0
3.0686472,3.270425005360845e-05,12.0
1.1485957,2.9651518622875136e-05,141.0
1.0686614,3.910788834262935e-05,234.0
1.1485957,4.781137176046065e-05,141.0
1.0686614,6.305922513100388e-05,234.0
1.1485957,1.3416995828433378e-05,141.0
1.0686614,1.738239795632038e-05,234.0
0.62539673,4.385905838517403e-05,69.0
0.44226457,6.084970265560805e-05,79.0
0.067325391,5.29376130057224e-05,109.0
1.0349867,5.8951346748603983e-05,120.0
0.39280086,7.95384949974217e-05,219.0
1.1485957,9.987002761982276e-06,141.0
1.2588271,7.491823848595243e-06,201.0
1.0686614,1.2938668135511849e-05,234.0
1.4120435,4.858959936398354e-05,34.0
0.66798406,2.713948461012537e-05,138.0
0.76192256,3.20705536266098e-05,140.0
1.1485957,5.6140607544000224e-05,141.0
1.0686614,7.404479477905549e-05,234.0
1.1485957,5.822286628084723e-05,141.0
1.0686614,7.679112096952113e-05,234.0
1.4120435,8.50110713390033e-05,34.0
1.9918197,9.917480954900195e-05,116.0
0.66798406,4.713191759136272e-05,138.0
0.15110193,1.617682629566875e-05,37.0
0.79488386,2.30812596347403e-05,76.0
1.1485957,5.845542478197898e-05,141.0
1.5408283,3.793997896423381e-05,146.0
1.3731078,4.2381256560702506e-05,176.0
1.2588271,4.281941707233227e-05,201.0
1.6692403,3.222791885112011e-05,205.0
1.0686614,7.709784630157119e-05,234.0
1.7116885,3.8720552915131325e-05,239.0
1.0686614,1.693742724525202e-05,234.0
1.1485957,1.1248690394307373e-05,141.0
1.0686614,1.4573248394914315e-05,234.0
1.0686614,2.363409015005738e-05,234.0
1.0686614,2.7401710829238736e-05,234.0
1.398256,7.917717132142354e-05,34.0
1.9924711,6.37334135083133e-05,116.0
0.66982331,3.7493144442807035e-05,138.0
0.76191716,3.836850881880314e-05,140.0
1.1233422,3.864665104010532e-05,152.0
2.5083621,4.267070033154442e-05,235.0
0.62575168,0.00017167400156641998,69.0
0.44240925,0.0001939234372675146,79.0
1.4455136,0.00016357746871024294,116.0
1.0233934,0.00019488848092907268,120.0
0.41549629,0.00035457214172831777,219.0
0.78612717,0.00040841671308644795,235.0
0.67322039,0.00013985263234810936,246.0
1.4120435,6.683884962901555e-05,34.0
1.0686614,1.2395847714214689e-05,234.0
1.1485957,4.5356449815005255e-05,141.0
1.0686614,5.9821387145239426e-05,234.0
1.0686614,7.928884115751204e-05,234.0
1.9918197,4.90928771100019e-05,116.0
1.4113673,7.892515703262428e-05,34.0
2.2813469,7.060932656746784e-05,10.0
1.4002479,0.00011818912718141177,34.0
1.9975662,0.00011162778497733517,116.0
0.66847954,6.412890035973985e-05,138.0
0.76186842,6.931932297121864e-05,140.0
1.1221063,7.009930206189535e-05,152.0
1.0171228,5.9582271454416914e-05,191.0
2.5705784,7.580798479677431e-05,235.0
1.4113673,0.0002385678848358923,34.0
1.4113673,9.75741394357523e-05,34.0
0.62562079,0.00016354367153650334,69.0
0.44260105,0.00019588220141088404,79.0
1.4417811,0.00015914419262360148,116.0
1.0220365,0.00019523071950295137,120.0
0.39518633,0.0003537801956391562,219.0
0.84067904,0.000170195757603248,219.0
0.7861408,0.00015930666328432255,235.0
0.67422724,0.00012018750819660475,246.0
0.62562079,0.00011382689174098348,69.0
0.44260105,0.00013633460668030487,79.0
1.4417811,0.00011076484106527852,116.0
1.0220365,0.00013588117329514993,120.0
0.39518633,0.00024623208988024884,219.0
0.84067904,0.000118456763832378,219.0
0.7861408,0.0001108779211382354,235.0
0.67422724,8.365087047137716e-05,246.0
0.62562079,0.00011390300467215106,69.0
0.44260105,0.0001364257699052274,79.0
1.4417811,0.00011083890648685723,116.0
1.0220365,0.00013597203332156235,120.0
0.39518633,0.0002463967385482538,219.0
0.84067904,0.00011853597263246036,219.0
0.7861408,0.00011095206217336797,235.0
0.67422724,8.370680552195197e-05,246.0
1.4120435,0.00010706358804186144,34.0
1.9918197,0.00012490150737357947,116.0
0.66798406,5.935829450380577e-05,138.0
1.3733672,8.791390975052818e-05,176.0
1.4113673,9.053427080159874e-05,34.0
1.3733672,3.3460226023878665e-05,176.0
0.79488385,7.19360180876702e-06,76.0
1.1485957,1.8550210822242185e-05,141.0
1.0686614,2.403273808899318e-05,234.0
0.44260105,0.00010541119493785096,79.0
1.4417811,8.564116285728724e-05,116.0
1.0220365,0.0001050606093006624,120.0
0.39518633,0.00019038173401699442,219.0
0.84067904,9.158840391363114e-05,219.0
0.7861408,8.572859411120198e-05,235.0
1.4002479,0.0001407184595468289,34.0
1.9975662,0.00013290638757763624,116.0
0.66847954,7.635321696896284e-05,138.0
0.76186842,8.253304324996436e-05,140.0
1.1221063,8.346170275305278e-05,152.0
1.0171228,7.09399050091738e-05,191.0
2.5705784,9.025858043250894e-05,235.0
1.1485801,3.2815828408876825e-05,141.0
1.3733672,3.7280029301570436e-05,176.0
1.0669557,3.728340387004143e-05,234.0
1.3733672,1.816521308956447e-05,176.0
1.3733672,3.2541548295410714e-05,176.0
1.3733672,3.6373498241309076e-05,176.0
1.0686614,1.8896849481198678e-05,234.0
1.0686614,1.8340619885789665e-05,234.0
1.1762125,1.7883430066420062e-05,7.0
0.74208484,7.009775649684653e-06,7.0
3.1723385,2.2318793768306295e-05,12.0
3.4112213,3.2258126229607186e-05,20.0
2.7031396,1.907928790108995e-05,24.0
2.5987291,1.525022673580485e-05,25.0
1.7109297,8.129252989496219e-06,55.0
1.9107839,1.4928149048487021e-05,70.0
0.79431783,8.527186480451372e-06,76.0
2.0505541,1.0324587440042685e-05,78.0
2.7777479,1.0869334958254457e-05,89.0
2.0942532,9.138141994620761e-06,110.0
4.7869577,2.9310070729198715e-05,116.0
0.72648261,5.902625075628586e-06,133.0
2.1358168,2.630322758179013e-05,141.0
0.84363698,6.7751160478237506e-06,141.0
1.5473355,1.6151332683325134e-05,146.0
0.91761256,9.723891866629702e-06,156.0
1.4429406,1.8805749581055758e-05,156.0
1.5506296,1.164863579106312e-05,176.0
0.57232575,7.999605244065804e-06,197.0
1.2592133,2.1122905851507942e-05,201.0
3.6265465,1.7212142360005132e-05,202.0
1.6692421,1.4078195241718592e-05,205.0
2.4049206,2.4965105340517392e-05,211.0
0.94066866,8.816709206473608e-06,211.0
1.4003352,1.7269610143471754e-05,217.0
0.87125291,1.1819040222195139e-05,217.0
1.0690421,2.440198308145693e-05,234.0
1.7174384,2.438470241991249e-05,239.0
0.73819106,7.635261687666715e-06,244.0
2.2770857,6.083114399437107e-05,10.0
0.60908008,2.4024346793264243e-05,19.0
1.4140261,0.0001127506689095745,34.0
1.3465776,3.156244540919176e-05,38.0
0.46836553,2.6693024205921078e-05,78.0
1.9931361,9.891014828742955e-05,116.0
0.67050533,5.405562399712486e-05,138.0
0.76196473,4.702664267662631e-05,140.0
1.3989205,2.844770784159918e-05,150.0
1.1289608,4.713975303640716e-05,152.0
1.0172246,5.4366647858072576e-05,191.0
2.5501795,5.890867040646885e-05,235.0
1.57646,2.6585452143214203e-05,235.0
2.2770857,0.012179632732164106,10.0
0.60908008,0.004810163040813088,19.0
1.4140261,0.022574978003890963,34.0
1.3465776,0.006319443758093824,38.0
0.9523896,0.005877369144017727,71.0
0.46836553,0.005344486557230762,78.0
1.4779278,0.004837782447112558,80.0
